wav_filename,wav_filesize,transcript
sample-chap24-93.wav,178208,kisee kee hamadardee usaka ghaav nahee bhar sakatee
sample-chap6-91.wav,286696,abhee krshna kuchh kahatee ki dev bol utha koee reetirivaaj nahin hain
sample-chap25-9.wav,95300,dev yaad sabhee ko aata tha
sample-chap22-178.wav,183500,amit main samajhatee hoon tumhaaree pareshaanee ko
sample-chap19-91.wav,24285,iseelie test ke teenamaheene baad bhee dev ko usee garmajoshee se mila
sample-chap30-174.wav,234656,lekin is beech yahee phaisala kar liya ki naukaree nahin karunga kabhee
sample-chap11-48.wav,471032,in kitaabon ke sahaare hee vah jaan paaya aur sada koshish bhee karata tha ki veena ko vah apane sparsh se kuchh raahat de sake
sample-chap20-3.wav,24703,usake door ke rishte kee mausee ka ek ladaka andheree mein kaheen rahata hai
sample-chap15-61.wav,35570,aise mein mujhe neend kaise aatee  maan ne apanee pareshaanee veena se kahee  ab dard kaisa hai
sample-chap6-115.wav,176444,bahan jee ne poochha mainne kaha
sample-chap28-31.wav,215252,ladake ka daanya haath ekseedent mein tedha ho gaya tha
sample-chap28-86.wav,292868,amit ko samajh aa gaya tha ki duniyaan mein sach par parda daalane vaalon kee kamee nahin hai
sample-chap8-26.wav,180856,use amit ka svabhaav bahut achchha laga tha
sample-chap13-106.wav,10493,chalo yah to achchhee baat hai
sample-chap7-10.wav,407528,aisee kaee auraten bhee hotee hain jo har achchheeburee baat ko sirph bigaadane kee drshti se dekhatee hain
sample-chap2-133.wav,183500,jeevan mein usake naee bahaaren aa gaeen
sample-chap12-18.wav,404880,baatabaat mein ghumaaphira kar veena ko apanee bhaavanaon kee dhaara mein baha kar le jaata
sample-chap7-153.wav,322856,ghabara gaya aur hathiyaar daalate hue bola  are nahin baaba aisa nahin karana
sample-chap19-108.wav,12373,veena ne man kee baat kahee dev se
sample-chap23-33.wav,306980,taareekh subah dev ne raharah kar ek jidd shuru kar dee
sample-chap29-323.wav,149984,veena ekaek kuchh na bol paee
sample-chap9-163.wav,118232,byaahata hai vah usakee
sample-chap7-46.wav,47672,hailo
sample-chap11-141.wav,529244,lekin yah silasila jab har patr mein chalane laga to usake man ne bhee amit kee kalpana se sukhad anubhooti ka anubhav karana shuroo kar diya
sample-chap27-304.wav,181736,vah kisake sahaare jee rahee hai abhee to sab hai
sample-chap30-237.wav,96180,sapanon mein rahata hai
sample-chap20-161.wav,11746,oopar vaala sabakee madad karata hai
sample-chap15-24.wav,16553,vah aundhe munh palang par leta hua tha
sample-chap3-17.wav,238184,achchha hai lekin mujhe to vah dubalaapatala lagata hai tumhaara ummeedavaar
sample-chap8-150.wav,462212,dev tab tak vichaaramagn hokar soch raha tha ki kya kuchh veena ko batae aur kya kuchh nahin batae
sample-chap29-218.wav,181736,are apane hai tabhee to bin bulae aa rahe hain
sample-chap27-253.wav,432224,deharaadoon gae to maan nirmala ne baaton hee baaton mein kah diya amit se beta veena ke lie kuchh socho
sample-chap27-233.wav,220544,deharaadoon se dillee kee dooree jaise khatm ho gaee thee amit ke lie
sample-chap18-163.wav,17389,geeta ko priya ke lie amit man se bha gaya tha
sample-chap22-59.wav,201140,sab baat sunakar dev ka chehara chamakane laga tha
sample-chap10-153.wav,271700,dev ke sansarg ke sukh se oopar use kuchh nahin lag raha tha
sample-chap9-60.wav,203788,dev ka milana usake bhaagy mein tha
sample-chap15-125.wav,20106,use usake bheetar ek gaharee chuppee chhaee dikh rahee thee
sample-chap30-120.wav,167624,man mein magar aap hee kee sochate rahate hai
sample-chap8-165.wav,683592,jisakee sahaayata se main subah savere pamp karake saaree saphaee kar leta hoon tatpashchaat chaibees ghante tak mujhe koee pareshaanee nahin hotee ise krtrim maladvaar ya kahate hain
sample-chap5-19.wav,171152,vah bhee laikcharaar tha yoonivarsitee mein
sample-chap18-104.wav,77784,vaayada to main karungee nahin kyonki main koee baat kisee se chhipaatee nahin priya to muskura rahee thee aapane mere janmadin par badhaee sandesh bheja tha maine to sab ko padhaaya aur haan jaise use yaad aaya usaka shukriya
sample-chap16-170.wav,26166,yah laaparavaahee hai ya paise kee ya naam kamaane kee lalak ab kya sochana
sample-chap19-104.wav,24494,vah mana nahin karata lekin hamen to sochana chaahie
sample-chap17-3.wav,36197,ho sakata hai jo hai jahaan hai vaheen ruka rahe aur kaee varshon tak kuchh na ho
sample-chap7-34.wav,135872,dev ke man ko tatol raha tha
sample-chap13-90.wav,39750,tab doktar gupta ne veena ka abhivaadan kiya  aap kaisee hain veena jee dev ke saath kaisa lag raha hai aapako
sample-chap9-10.wav,243476,hotee ja rahee thee usaka rishta svayan chalakar aa raha tha
sample-chap30-246.wav,114704,aur bas usake aage kuchh nahee
sample-chap21-155.wav,453392,veena ne nirnay sunaaya  tumhen main jhatapat taiyaar karatee hoon ab jo bhee hoga dekh lena chamatkaar hee hoga
sample-chap4-217.wav,171152,dev svayan veena se kuchh kahana chaahata tha
sample-chap4-12.wav,354608,aakhir har maan kee chaahat hotee hai ki vah apanee putree ke lie achchhe se achchha var talaash kare
sample-chap15-253.wav,20315,aise mein abhee tak sab theek hai phir kaahe ka rona
sample-chap21-97.wav,232892,davaee taiyaar hone mein abhee der thee
sample-chap14-206.wav,40377,amit ko apanee munh maangee muraad pooree hotee dikh rahee thee
sample-chap10-54.wav,51200,veena ne bataaya
sample-chap10-105.wav,409292,bas keval ek hee aap aaj ke baad kisee se bhee is vishay mein koee baat nahin karoge
sample-chap8-116.wav,148220,vah maanasik roop se ashaant ho jaegee
sample-chap4-93.wav,150864,teechar hai kendriy vidyaalay mein
sample-chap4-161.wav,208196,aur yah kah kar ramesh kumaar ne patr vaheen samaapt kar diya
sample-chap11-76.wav,72368,bahut achchhee hai
sample-chap15-240.wav,20733,aansuon kee aviral dhaara bah nikalee pannaalaal kee aankhon se
sample-chap2-53.wav,251412,lekin meree koshish rahegee ki tumhen main khush rakh sakoon
sample-chap22-92.wav,162332,yah tumhaaree patnee veena hai
sample-chap26-6.wav,164096,suneeta se milane ko vah bhee bahut utaavalee thee
sample-chap8-9.wav,68840,chhotaasa ghar
sample-chap30-306.wav,478972,veena ka ekaek phoot padana dekhakar hee amit ne mahasoos kiya ki dhairyasheel veena ke marm ko bahut gahare tak chhoo gaee thee arun kee ye baat
sample-chap10-134.wav,467504,aur udhar veena andhere kamare mein seedhee letee chhat mein kuchh aakrtiyaan banateebigadatee dekhane kee koshish kar rahee thee
sample-chap26-183.wav,269936,kuchh ho jae achchha veena ka isase badhakar aur kya khushee hogee mere lie
sample-chap17-144.wav,58767,devata svarup jis pati ka tumane varan kiya use aaj grahan laga hai aisa soch kar na to kuchh karane ka man karata hai na hee kuchh kiya bhee jaata hai
sample-chap15-220.wav,32226,vah bhaavanaon mein bah kar bolee  tumhen meree kasam maan is baat ko bisara do
sample-chap26-305.wav,231128,koee bhee apane beete din nahee bhool sakata aur na hee bhool paata hai
sample-chap30-34.wav,321092,deedee hamen to ek hee chinta sataatee rahee itane varsh ki aap theek se hain bhee ya nahin
sample-chap13-97.wav,15926,dard kee golee khaee aur phir veena ne maalish kee
sample-chap6-148.wav,314036,lekin vah aisa kuchh nahin kahana chaahatee thee ki jisase dev naaraaj ho jae
sample-chap13-216.wav,41004,veena ko ab apane maataapita se milane kee prateeksha thee
sample-chap11-165.wav,501904,lekin shabd the ki veena ke lie uttar khojane kee apeksha priya ke naam kee maala jape ja rahe the
sample-chap30-208.wav,314036,kyonki mujhe roj paise mil jaate hain aur naukaree ka aur koee bhee phaayada nahee milata
sample-chap22-69.wav,141164,vah yoonivarsitee mein prophesar hain
sample-chap20-94.wav,23031,lekin jaise kuchh adhik kah sakane kee himmat nahin thee usamen
sample-chap17-77.wav,29510,amit kee apanee duniya chhoteesee hokar rah gaee thee
sample-chap8-28.wav,286692,itana to jaanatee thee ki ghar mein sabase chhota hai aur milanasaar hai
sample-chap20-5.wav,22613,haan use yaad aaya usakee saas ka paitrol pamp hai
sample-chap5-115.wav,62668,pita nahin rahe
sample-chap23-1.wav,192320,priya ko isee samay vah yaad kar paata tha
sample-chap27-208.wav,127052,tumane usake saath jeevan jo bitaana hai
sample-chap9-140.wav,305216,vah bhee svayan ko bebasapa raha tha isase adhik kuchh nahin kah paaya
sample-chap16-210.wav,22195,aaj to ham kuchh bhee sochane kee sthiti mein nahin
sample-chap3-31.wav,187908,neele kot vaala hee hoga dev doktar dev kumaar
sample-chap26-343.wav,176444,main ab kabhee apanee baat nahin kahoongee
sample-chap7-76.wav,98828,deharaadoon mein apana ghar hai
sample-chap18-139.wav,38496,tab bola vah use dheere se upahaar kuchh nahin bas mai apanee bhaavanaen samet kar laaya hoon
sample-chap19-41.wav,18643,lekin tabhee veena aur dev ka dhyaan ho aata hai
sample-chap14-141.wav,28674,kaisee baat karate hain aap chalie aaraam keejie   aur veena baahar nikal gaee
sample-chap17-103.wav,33689,lekin ab vah apane ghar vaalon se ya amit se is baat ka jikr nahin karatee thee
sample-chap16-114.wav,18643,pareshaanee aaee hai to usaka saamana aapako karana hai
sample-chap13-62.wav,8194,veena se bhee adhik
sample-chap15-115.wav,9866,vah roop hai maan ka
sample-chap30-307.wav,262880,jo pandrah varsh se sah rahee hai kitana kuchh samajh aa raha tha kuchh nahin
sample-chap7-118.wav,187028,vadhoo paksh vaale sabhee unhen dekh rahe the
sample-chap13-105.wav,15717,ek varsh ho chala hai jab main aapako mila tha
sample-chap15-29.wav,27420,veena bheetar aaee to ishaare se usane maan ko baahar jaane ko kah diya
sample-chap5-14.wav,444572,shaayad yahee kaaran tha usakee dariyaadilee ka aur iseelie vah din doonee raat chaigunee tarakkee kar raha tha
sample-chap14-66.wav,30555,jise shaadee ke baad pata laga ki usake saath dhokha hua hai lekin khush hai
sample-chap18-133.wav,13418,ek kaun vah phir anjaan bana
sample-chap7-131.wav,370484,ghar kaaphee khula tha aur lagabhag sau vyakti aasaanee se ek saath khade ho sakate the
sample-chap10-213.wav,277872,tatpashchaat usake lie vah ek bada pateela bhar kar paanee garam karatee thee
sample-chap18-265.wav,10075,mera dil patthar ka nahin
sample-chap27-162.wav,81188,aur maan rone lagee
sample-chap8-80.wav,202904,use vigyaapan mein likhe shabd yaad ho aae the
sample-chap11-200.wav,252296,veena ne daayaree dekhee jaroor par uthaakar dekhane kee koshish nahin kee
sample-chap8-118.wav,261116,usane svayan ko aisee paristhiti sah sakane mein asamarth paaya
sample-chap16-153.wav,6313,theek ho gaya
sample-chap6-152.wav,196732,vah nirmala par apana achchha prabhaav daalana chaah raha tha
sample-chap29-275.wav,109412,kuchh yaad rahee kuchh bhooleesee mahasoos huee
sample-chap19-92.wav,28465,achchhee tarah muaayana karake usane usaka kes kainsar vibhaag mein sthaanaantarit kar diya
sample-chap9-88.wav,162332,jo hona hai use hee hone doon
sample-chap16-150.wav,34525,mainne bhee aapase opareshan ke vishay mein hamesha poochha lekin kabhee bhee rediyotharaipee kee baat nahin kee
sample-chap17-68.wav,12582,ham badesebade aspataal mein jaenge
sample-chap11-107.wav,393416,priya ke prati usakee utsukata dekhakar vah samajh rahee thee amit ke man mein bas rahee priya kee bhaavanaon ko
sample-chap17-47.wav,30346,yah sanskaar palapratipal vikasit hote hai hamaare aasapaas ke vaataavaran se
sample-chap25-95.wav,421640,amit ko laga prophesar tripaathee sahaanubhooti prakat kar aisee baate kar apane ko unaka sabase bada himaayatee saabit karana chaahate hai
sample-chap26-208.wav,291104,maal se skool kee dooree sirph aadha kilomeetar thee par ekadam seedhee chadhaee
sample-chap10-33.wav,278756,haan lekin sabake lie har kaam karane ko taiyaar rahata hai
sample-chap6-49.wav,197612,pal bhar mein ghar ke sabhee log vahaan aa chuke the
sample-chap4-101.wav,102356,are bhaee padhelikhe hain
sample-chap3-20.wav,80308,haan ho jaatee hoon
sample-chap11-96.wav,242592,priya ke likhe ekado patr usane bahaane se padhe bhee the
sample-chap14-49.wav,18016,aaj mere dil ka bojh halka ho gaya hai
sample-chap3-42.wav,157924,aksar aadhunik paridhaan mein rahane vaalee
sample-chap29-195.wav,269936,kab aa rahe ho kaun see phlait se ham toronto se chhah sau meel door hain
sample-chap23-133.wav,762092,amit ko isaka aabhaas bahut jaldee lag gaya jab nimmee bhaabhee ne usase kaha tha main aantee se ab baat karungee dev kee kriya ke baad ki amitapriya kee shaadee saadagee se doteen maheene baad hee kar denee chaahie
sample-chap7-60.wav,45908,suno ramesh
sample-chap4-144.wav,378420,saath mein maalatee bhee baithee thee jo abhee tak chupachaap svetar bunatee huee bhaeeyon ka vaartaalaap sun rahee thee
sample-chap15-124.wav,33480,ekaant mein veena ko nihaaratee huee maan padh rahee thee veena ke hrday mein basee tarangon ko
sample-chap27-312.wav,224072,sab kuchh to usane apana nyauchhaavar kar diya tha hamaare parivaar par
sample-chap27-167.wav,153512,maan ke mukh se nikal hee gaya aakhirakaar
sample-chap13-91.wav,10284,bahut achchha lagata hai sab
sample-chap14-163.wav,21986,ve kya jaane veena kee baat mein chhipe marm ko
sample-chap30-81.wav,342260,jab daidee naukaree kee vajah se maheene mein keval ekado din ke lie hee ghar aa paate the
sample-chap21-56.wav,201140,tab reeta ne kaha  pata bilkul aasaan hai
sample-chap23-39.wav,86480,dev ne phir doharaee apanee baat
sample-chap9-162.wav,171152,dev ko laga ab raasta use dhoondhana hai
sample-chap15-121.wav,49990,parivaar tabhee poornata paata hai jab maan apane parivaar ke utthaan ke lie chaaron bhaavon se yukt ho usakee mangalakaamana karatee hai
sample-chap30-209.wav,86480,saat saal ho gae hai
sample-chap15-221.wav,13000,bhool jao ki mainne aapako kuchh kaha hai
sample-chap15-252.wav,25121,aise mein jab sabakuchh ho gaya vah achchhe ke lie hee soch kar hua
sample-chap20-209.wav,26584,bolee veena se  main tumhen dekhatee hoon veena to bada ajeeb lagata hai
sample-chap30-313.wav,192320,aur usakee ruaasee aavaaj sunakar veena bhee ekaek pighal gaee
sample-chap5-0.wav,218780,amit kee umr pachchees ke aasapaas thee
sample-chap7-41.wav,180852,mohan ne vaheen baithe phon utha liya
sample-chap4-195.wav,469268,maataapita ne shuroo se hee bachchon ko aisee seekh dee thee ki kabhee kisee ko jhidakane kee samajhaane kee avashyakata nahin padee thee
sample-chap8-19.wav,111176,usakee kalpana rang mein aa gaee thee
sample-chap18-111.wav,27838,abhee thodee hee der beetee thee ki sulochana aa gaee amit ke paas
sample-chap23-150.wav,247004,bahut jatil ulajhan mein ulajha hua man tumase kuchh kahana chaahata hai
sample-chap17-113.wav,40377,veena se veena ke parivaar vaalon se yadi koee baat chhipaee gaee ya nahin isaka use koee gyaan nahin tha
sample-chap29-141.wav,107648,prem ne bhee premavivaah kar liya
sample-chap27-303.wav,176444,jara apanee bhaavanaon mein veena ko bhee jagah do
sample-chap10-90.wav,155276,veena kee aankhen nam ho aaee theen
sample-chap2-148.wav,263760,vah muskaraee bhee aur phir se ek najar arun par daalee
sample-chap29-261.wav,148220,aapakee pichhale pandrah saalo kee baaten hai
sample-chap10-97.wav,485144,jo ho chuka hai isako kuredana vah isalie nahin chaahata tha ki usakee part ke peechhe chhipa ghaav bahut zahareela tha
sample-chap26-347.wav,95300,vyarth mein sab ruk gaya hai
sample-chap14-77.wav,22195,veena kee baat sunakar amit natamastak ho gaya
sample-chap30-102.wav,134108,nahin hogee tab bhee banaungee
sample-chap16-88.wav,29510,saath baithee veena aur garg saahab bhee pareshaanee mahasoos kar rahe the
sample-chap11-114.wav,109412,dev ab bilkul theek hai
sample-chap30-290.wav,211724,usase behatar hoga ki aaj ham kaheen na jaen
sample-chap5-149.wav,197612,kisee par bhee samay ke badalate svaroop ka asar nahin pada
sample-chap9-84.wav,174680,saamane boodhe maanbaap khade dikhaee die
sample-chap27-295.wav,209960,maan ko samajhaane ke lie vah pahale se hee taiyaar tha
sample-chap6-73.wav,188792,eeshvar to jo karata hai achchha hee karata hai bahan jee
sample-chap29-137.wav,331676,haan nirmala kee ek hee ichchha thee ki veena ek baar aae mil jae sabhee ko
sample-chap24-68.wav,179972,vaastav mein main kamare mein aankhen band karake letee huee thee
sample-chap6-61.wav,123524,narm svar mein kaha pannaalaal ne
sample-chap15-14.wav,23240,dard kaisa dard kya hua unhen  maan thoda ghabara gaee
sample-chap6-158.wav,188792,ke anusaar kisee na kisee dukaan par use lekar ja raha tha
sample-chap2-41.wav,149100,dekhane vaala ekatak dekhata rah jaata
sample-chap14-82.wav,34107,dev ko devarabhaabhee ke beech hue vaartaalaap ka kuchh pata na chala
sample-chap16-35.wav,34525,maan krshna ko pata laga to vah bhee yahee bolee  dubaara jao beta doktar ke paas
sample-chap9-151.wav,179088,mujhe apanee bhaavanaon ke pravaah ko rokana hai
sample-chap12-31.wav,271700,yahaan to sab kolej mein eme beee ke vyask chhaatr the
sample-chap5-83.wav,363428,abhee aath din pahale to baat pakkee huee thee aur aaj taareekh bhee nikaal lee thee
sample-chap16-138.wav,9448,sunakar chaunka vah
sample-chap17-173.wav,11955,dev jee ko aashish aur pyaar
sample-chap18-98.wav,6313,kuchh samajh rahee thee
sample-chap28-9.wav,262880,usakee bhaavanaon ka sahaara ban sakoon yahee meree abhilaasha ban chukee hai
sample-chap5-59.wav,151748,usane amit kee manahsthiti bhee bhaanp lee thee
sample-chap5-112.wav,300808,shakl se jitanee sundar thee akl bhee utanee hee achchhee paee thee usane
sample-chap19-33.wav,12373,tab nirmala sambhal gaee
sample-chap8-56.wav,217900,veena kee drshti dev ke pet ke baen bhaag kee or padee
sample-chap5-166.wav,419876,shaadee saadagee se honee thee lekin nirmala apane pahachaan vaale sabhee logon ko aamantrit karana chaahatee thee
sample-chap27-329.wav,555704,dev ke prati apane pyaar ko amit ke shabd kam to nahee kar rahe the lekin veena ke prati use usake kartavy ka ehasaas to karava hee rahe the
sample-chap16-123.wav,29092,ab mujhe kya karana hoga  dev ne svayan ko sanyamit rakhate hue poochha
sample-chap15-91.wav,11537,ghar ke saath hee peepal ka ped tha
sample-chap2-7.wav,239948,saas saath hee thee par usakee upasthiti na ke baraabar thee
sample-chap16-155.wav,16971,opareshan ke baad mujhe kabhee koee pareshaanee nahin huee
sample-chap17-178.wav,25330,maan ka patr veena ko bhaavuk kar gaya
sample-chap16-136.wav,11328,kaise test  poochha usane
sample-chap27-144.wav,442808,amit jabajab aisa sochata tha bhaavanaon mein bahakar baal kee khaal naunchane lagata tha chup rah na paata tha
sample-chap27-87.wav,298160,kuchh thahar kar bola amit kuchh baaten main spasht hokar kahana chaahata hoon tumhen
sample-chap13-190.wav,12582,sab sunakar amit kee aankhen bhee chamak utheen
sample-chap10-186.wav,227600,jaise beetee raat ka toophaan phir se bekaaboo ho gaya hai
sample-chap20-122.wav,12373,usamen jaane se koee kathinaee nahin hogee
sample-chap20-25.wav,32853,vah teenavarsh pahale deharaadoon mein unake ghar aaee thee aur vahaan das din rahee thee
sample-chap2-107.wav,201140,aur arun to ab bhaarateey mool ka kanaada ka naagarik tha
sample-chap9-143.wav,111176,baat adhooree hee rah gaee
sample-chap9-86.wav,285812,ghar jaakar bhee rahoongee jaise yaheen isee ke saath rah loon
sample-chap26-100.wav,282284,udhar kamare ke daravaaje ke peechhe khadee nirmala kee aankhen bahane lageen aviral
sample-chap12-19.wav,133228,veena mera janm sudhar gaya
sample-chap19-133.wav,36406,haan nukasaan itana jaroor hoga ki tum jo abhee oopar se bhalechange dikhate ho vah nahin dikhoge
sample-chap6-220.wav,149984,vah bahut khush tha
sample-chap28-35.wav,188792,ladakee ke parivaar vaalon ne sab baaten unase chhipaee thee
